finyear,lgdstatecode,statename,lgddistrictcode,districtname,schemecode,totalbeneficiaries,totalmale,totalfemale,totaltransgender,totalsc,totalst,totalgen,totalobc,totalaadhaar,totalmobilenumber
2025-2026,24,GUJARAT,460,SURENDRANAGAR,IGNOAPS,25198,12905,12293,0,5174,1083,5632,13259,24729,24887
2025-2026,24,GUJARAT,460,SURENDRANAGAR,IGNWPS,3307,0,3307,0,321,59,815,2097,3306,3307
2025-2026,24,GUJARAT,461,VADODARA,IGNDPS,491,385,106,0,60,20,378,30,363,277
2025-2026,24,GUJARAT,461,VADODARA,IGNOAPS,24439,13038,11400,1,1138,1761,19983,1513,24291,11634
2025-2026,24,GUJARAT,461,VADODARA,IGNWPS,5088,0,5088,0,547,618,3215,708,5088,5088
2025-2026,24,GUJARAT,462,VALSAD,IGNDPS,274,186,88,0,15,173,32,54,273,272
2025-2026,24,GUJARAT,462,VALSAD,IGNOAPS,39955,18496,21458,1,776,34003,4044,1131,39386,38678
2025-2026,24,GUJARAT,462,VALSAD,IGNWPS,2107,0,2107,0,105,1090,817,93,2107,2107
2025-2026,24,GUJARAT,641,TAPI,IGNDPS,176,125,51,0,2,146,20,8,175,176
2025-2026,24,GUJARAT,641,TAPI,IGNOAPS,17475,8614,8860,1,345,16306,689,135,17425,17469
2025-2026,24,GUJARAT,641,TAPI,IGNWPS,10308,0,10308,0,120,9274,664,250,10306,10308
2025-2026,24,GUJARAT,668,CHHOTA UDEPUR,IGNDPS,270,201,69,0,16,232,16,6,249,63
2025-2026,24,GUJARAT,668,CHHOTA UDEPUR,IGNOAPS,20774,11325,9448,1,759,17576,1832,606,18199,7592
2025-2026,24,GUJARAT,668,CHHOTA UDEPUR,IGNWPS,9636,0,9636,0,205,4632,3743,1055,9625,9630
2025-2026,24,GUJARAT,669,MAHISAGAR,IGNDPS,1150,973,177,0,58,91,958,43,1070,723
2025-2026,24,GUJARAT,669,MAHISAGAR,IGNOAPS,29959,16566,13390,3,1206,9096,12432,7217,29238,23352
2025-2026,24,GUJARAT,669,MAHISAGAR,IGNWPS,1639,0,1639,0,62,377,854,346,1639,1637
2025-2026,24,GUJARAT,672,ARVALLI,IGNDPS,392,261,131,0,46,66,180,100,319,238
2025-2026,24,GUJARAT,672,ARVALLI,IGNOAPS,16004,8556,7445,3,1619,3400,2575,8409,15942,9623
2025-2026,24,GUJARAT,672,ARVALLI,IGNWPS,9314,0,9314,0,535,1570,1132,6077,9314,9313
2025-2026,24,GUJARAT,673,MORBI,IGNDPS,298,205,93,0,49,4,120,125,297,265
2025-2026,24,GUJARAT,673,MORBI,IGNOAPS,5310,2637,2672,1,646,20,2153,2452,5243,3899
2025-2026,24,GUJARAT,673,MORBI,IGNWPS,3329,0,3329,0,112,7,2519,690,3317,3320
2025-2026,24,GUJARAT,674,DEVBHUMI DWARKA,IGNDPS,345,248,97,0,20,0,251,74,225,225
2025-2026,24,GUJARAT,674,DEVBHUMI DWARKA,IGNOAPS,2576,1220,1355,1,304,80,1117,1074,2509,2207
2025-2026,24,GUJARAT,674,DEVBHUMI DWARKA,IGNWPS,2441,0,2441,0,89,19,1269,1064,2441,2441
2025-2026,24,GUJARAT,675,GIR SOMNATH,IGNDPS,838,605,233,0,145,17,209,460,564,555
2025-2026,24,GUJARAT,675,GIR SOMNATH,IGNOAPS,6169,3302,2866,1,690,59,3989,1424,5970,3849
2025-2026,24,GUJARAT,675,GIR SOMNATH,IGNWPS,4187,0,4187,0,87,7,3605,487,4187,4186
2025-2026,24,GUJARAT,676,BOTAD,IGNDPS,164,105,59,0,34,0,25,105,162,164
2025-2026,24,GUJARAT,676,BOTAD,IGNOAPS,5482,2886,2596,0,646,36,404,4396,5445,5480
2025-2026,24,GUJARAT,676,BOTAD,IGNWPS,2972,0,2972,0,239,10,447,2276,2957,2972
2025-2026,27,MAHARASHTRA,466,AHMEDNAGAR,IGNDPS,94,71,23,0,7,6,73,8,89,89
2025-2026,27,MAHARASHTRA,466,AHMEDNAGAR,IGNOAPS,36767,15399,21365,3,1640,702,33345,1080,33138,27188
2025-2026,27,MAHARASHTRA,466,AHMEDNAGAR,IGNWPS,2476,0,2476,0,230,53,2086,107,2226,1961
2025-2026,27,MAHARASHTRA,467,AKOLA,IGNDPS,273,232,41,0,0,0,273,0,239,121
2025-2026,27,MAHARASHTRA,467,AKOLA,IGNOAPS,18620,6921,11697,2,16,0,18600,4,17095,3196
2025-2026,27,MAHARASHTRA,467,AKOLA,IGNWPS,493,0,493,0,0,0,493,0,437,243
2025-2026,27,MAHARASHTRA,468,AMRAVATI,IGNDPS,423,283,140,0,35,134,235,19,352,131
2025-2026,27,MAHARASHTRA,468,AMRAVATI,IGNOAPS,59374,25306,34061,7,2797,4697,50815,1065,40051,9917
2025-2026,27,MAHARASHTRA,468,AMRAVATI,IGNWPS,3138,0,3138,0,139,747,2131,121,2554,891
2025-2026,27,MAHARASHTRA,469,AURANGABAD,IGNDPS,544,363,180,1,2,0,541,1,512,171
2025-2026,27,MAHARASHTRA,469,AURANGABAD,IGNOAPS,35162,10402,24760,0,45,13,35083,21,31664,10980
2025-2026,27,MAHARASHTRA,469,AURANGABAD,IGNWPS,867,0,867,0,5,0,861,1,806,463
2025-2026,27,MAHARASHTRA,470,BEED,IGNDPS,258,213,45,0,1,0,257,0,245,9
2025-2026,27,MAHARASHTRA,470,BEED,IGNOAPS,21637,8225,13412,0,676,15,20258,688,16982,193
2025-2026,27,MAHARASHTRA,470,BEED,IGNWPS,743,0,743,0,3,0,740,0,602,251
2025-2026,27,MAHARASHTRA,471,BHANDARA,IGNDPS,213,152,61,0,28,7,123,55,209,211
2025-2026,27,MAHARASHTRA,471,BHANDARA,IGNOAPS,42787,19177,23599,11,4666,1240,21138,15743,40985,42107
2025-2026,27,MAHARASHTRA,471,BHANDARA,IGNWPS,7289,0,7289,0,897,319,3634,2439,6851,7259
2025-2026,27,MAHARASHTRA,472,BULDHANA,IGNDPS,761,529,232,0,13,0,744,4,670,100
2025-2026,27,MAHARASHTRA,472,BULDHANA,IGNOAPS,48680,19261,29416,3,775,23,47690,192,44176,5860
2025-2026,27,MAHARASHTRA,472,BULDHANA,IGNWPS,2954,0,2954,0,49,6,2873,26,2532,343
2025-2026,27,MAHARASHTRA,473,CHANDRAPUR,IGNDPS,1168,823,345,0,40,35,1010,83,988,801
2025-2026,27,MAHARASHTRA,473,CHANDRAPUR,IGNOAPS,50503,23642,26837,24,1510,1850,44045,3098,45592,23718
2025-2026,27,MAHARASHTRA,473,CHANDRAPUR,IGNWPS,6459,0,6459,0,141,203,5795,320,5540,4045
2025-2026,27,MAHARASHTRA,474,DHULE,IGNDPS,134,99,35,0,4,12,111,7,100,8
2025-2026,27,MAHARASHTRA,474,DHULE,IGNOAPS,40973,14820,26149,4,206,1723,38137,907,29873,1323
2025-2026,27,MAHARASHTRA,474,DHULE,IGNWPS,5583,0,5583,0,97,930,4268,288,4480,106
2025-2026,27,MAHARASHTRA,475,GADCHIROLI,IGNDPS,459,316,143,0,81,92,114,172,448,206
2025-2026,27,MAHARASHTRA,475,GADCHIROLI,IGNOAPS,38173,17299,20872,2,5275,11298,9415,12185,35963,14834
2025-2026,27,MAHARASHTRA,475,GADCHIROLI,IGNWPS,3418,0,3418,0,377,1156,900,985,3241,1534
2025-2026,27,MAHARASHTRA,476,GONDIA,IGNDPS,312,222,90,0,44,17,158,93,283,235
2025-2026,27,MAHARASHTRA,476,GONDIA,IGNOAPS,26860,13400,13458,2,3546,1950,12782,8582,24542,14325
2025-2026,27,MAHARASHTRA,476,GONDIA,IGNWPS,4381,0,4381,0,618,517,2155,1091,4060,2629
2025-2026,27,MAHARASHTRA,477,HINGOLI,IGNDPS,105,76,29,0,12,0,93,0,104,11
2025-2026,27,MAHARASHTRA,477,HINGOLI,IGNOAPS,18258,7894,10356,8,1445,150,16269,394,17198,2340
2025-2026,27,MAHARASHTRA,477,HINGOLI,IGNWPS,750,0,750,0,23,0,724,3,711,107
2025-2026,27,MAHARASHTRA,478,JALGAON,IGNDPS,603,435,168,0,8,2,585,8,572,333
2025-2026,27,MAHARASHTRA,478,JALGAON,IGNOAPS,88619,35966,52641,12,2468,1426,79802,4923,83987,53043
2025-2026,27,MAHARASHTRA,478,JALGAON,IGNWPS,17375,0,17375,0,413,292,16460,210,16160,10581
2025-2026,27,MAHARASHTRA,479,JALNA,IGNDPS,366,257,109,0,0,0,365,1,344,245
2025-2026,27,MAHARASHTRA,479,JALNA,IGNOAPS,37963,14399,23563,1,785,157,36047,974,35758,24322
2025-2026,27,MAHARASHTRA,479,JALNA,IGNWPS,1619,0,1619,0,4,0,1615,0,1483,905
2025-2026,27,MAHARASHTRA,480,KOLHAPUR,IGNDPS,147,111,36,0,10,0,133,4,128,51
2025-2026,27,MAHARASHTRA,480,KOLHAPUR,IGNOAPS,21745,7691,14039,15,1578,96,18658,1413,18548,6786
2025-2026,27,MAHARASHTRA,480,KOLHAPUR,IGNWPS,2526,0,2526,0,233,1,2183,109,1919,765
2025-2026,27,MAHARASHTRA,481,LATUR,IGNDPS,457,320,137,0,58,1,364,34,388,92
2025-2026,27,MAHARASHTRA,481,LATUR,IGNOAPS,70269,29095,41173,1,9657,1664,45752,13196,61334,7547
2025-2026,27,MAHARASHTRA,481,LATUR,IGNWPS,2521,0,2521,0,177,2,2258,84,2079,414
2025-2026,27,MAHARASHTRA,483,BANDRA(MSD),IGNOAPS,243,37,206,0,19,2,201,21,236,147
2025-2026,27,MAHARASHTRA,484,NAGPUR,IGNDPS,102,81,21,0,0,0,101,1,94,29
2025-2026,27,MAHARASHTRA,484,NAGPUR,IGNOAPS,39017,18262,20749,6,1378,329,35098,2212,33460,4849
2025-2026,27,MAHARASHTRA,484,NAGPUR,IGNWPS,2907,0,2907,0,4,7,2886,10,2307,296
2025-2026,27,MAHARASHTRA,485,NANDED,IGNDPS,38,26,12,0,5,1,27,5,32,28
2025-2026,27,MAHARASHTRA,485,NANDED,IGNOAPS,29485,13005,16478,2,2050,136,26860,439,27481,3102
2025-2026,27,MAHARASHTRA,485,NANDED,IGNWPS,267,0,267,0,38,0,209,20,264,87
2025-2026,27,MAHARASHTRA,486,NANDURBAR,IGNDPS,515,424,91,0,16,297,177,25,499,99
2025-2026,27,MAHARASHTRA,486,NANDURBAR,IGNOAPS,45917,33662,12251,4,1349,31321,10877,2370,44373,9774
2025-2026,27,MAHARASHTRA,486,NANDURBAR,IGNWPS,7828,0,7828,0,286,4954,2129,459,7693,1638
2025-2026,27,MAHARASHTRA,487,NASHIK,IGNDPS,962,693,269,0,19,510,408,25,817,170
2025-2026,27,MAHARASHTRA,487,NASHIK,IGNOAPS,74168,32486,41674,8,3687,32514,34096,3871,63988,11396
2025-2026,27,MAHARASHTRA,487,NASHIK,IGNWPS,10549,0,10549,0,858,3270,6153,268,9214,2510
2025-2026,27,MAHARASHTRA,488,OSMANABAD,IGNDPS,76,56,20,0,4,0,71,1,72,19
2025-2026,27,MAHARASHTRA,488,OSMANABAD,IGNOAPS,55659,25445,30211,3,7354,355,42815,5135,49921,10693
2025-2026,27,MAHARASHTRA,488,OSMANABAD,IGNWPS,1364,0,1364,0,43,6,1277,38,1142,139
2025-2026,27,MAHARASHTRA,489,PARBHANI,IGNDPS,217,154,63,0,3,0,212,2,198,73
2025-2026,27,MAHARASHTRA,489,PARBHANI,IGNOAPS,40441,15806,24630,5,1148,139,38726,428,36859,6459
2025-2026,27,MAHARASHTRA,489,PARBHANI,IGNWPS,1782,0,1782,0,55,3,1712,12,1572,232
2025-2026,27,MAHARASHTRA,490,PUNE,IGNDPS,122,93,29,0,13,2,102,5,100,41
2025-2026,27,MAHARASHTRA,490,PUNE,IGNOAPS,9934,4053,5881,0,780,200,8271,683,7398,1014
2025-2026,27,MAHARASHTRA,490,PUNE,IGNWPS,782,0,782,0,57,22,666,37,597,131
2025-2026,27,MAHARASHTRA,491,RAIGAD,IGNDPS,284,182,102,0,14,21,197,52,277,128
2025-2026,27,MAHARASHTRA,491,RAIGAD,IGNOAPS,6419,2066,4353,0,346,1263,2997,1813,6303,1407
2025-2026,27,MAHARASHTRA,491,RAIGAD,IGNWPS,1718,0,1718,0,79,290,1049,300,1679,547
2025-2026,27,MAHARASHTRA,492,RATNAGIRI,IGNDPS,227,158,69,0,15,0,121,91,225,143
2025-2026,27,MAHARASHTRA,492,RATNAGIRI,IGNOAPS,7173,2451,4721,1,341,36,2971,3595,7090,2981
2025-2026,27,MAHARASHTRA,492,RATNAGIRI,IGNWPS,1383,0,1383,0,115,8,639,621,1379,680
2025-2026,27,MAHARASHTRA,493,SANGLI,IGNDPS,120,86,34,0,12,0,92,16,120,117
2025-2026,27,MAHARASHTRA,493,SANGLI,IGNOAPS,3479,735,2742,2,691,0,2052,736,3477,3016
2025-2026,27,MAHARASHTRA,493,SANGLI,IGNWPS,648,0,648,0,70,0,498,80,648,612
2025-2026,27,MAHARASHTRA,494,SATARA,IGNDPS,108,72,36,0,5,3,84,16,108,105
2025-2026,27,MAHARASHTRA,494,SATARA,IGNOAPS,5398,1898,3499,1,182,21,4408,787,5063,4355
2025-2026,27,MAHARASHTRA,494,SATARA,IGNWPS,1383,0,1383,0,73,19,1119,172,1329,1251
2025-2026,27,MAHARASHTRA,495,SINDHUDURG,IGNDPS,123,94,29,0,4,0,104,15,122,60
2025-2026,27,MAHARASHTRA,495,SINDHUDURG,IGNOAPS,3674,1422,2252,0,157,23,3002,492,3619,1360
2025-2026,27,MAHARASHTRA,495,SINDHUDURG,IGNWPS,582,0,582,0,40,5,402,135,574,137
2025-2026,27,MAHARASHTRA,496,SOLAPUR,IGNDPS,298,242,56,0,9,0,276,13,189,59
2025-2026,27,MAHARASHTRA,496,SOLAPUR,IGNOAPS,26987,12178,14801,8,1758,227,22936,2066,21576,5015
2025-2026,27,MAHARASHTRA,496,SOLAPUR,IGNWPS,2449,0,2449,0,52,14,2348,35,1785,787
2025-2026,27,MAHARASHTRA,497,THANE,IGNOAPS,2373,516,1857,0,379,355,1078,561,2276,311
2025-2026,27,MAHARASHTRA,497,THANE,IGNWPS,141,0,141,0,16,35,56,34,134,23
2025-2026,27,MAHARASHTRA,498,WARDHA,IGNDPS,249,169,80,0,20,13,159,57,209,56
2025-2026,27,MAHARASHTRA,498,WARDHA,IGNOAPS,30863,13583,17277,3,2948,1893,17271,8751,28227,8273
2025-2026,27,MAHARASHTRA,498,WARDHA,IGNWPS,1124,0,1124,0,113,128,665,218,998,406
2025-2026,27,MAHARASHTRA,499,WASHIM,IGNDPS,52,34,18,0,4,2,44,2,52,7
2025-2026,27,MAHARASHTRA,499,WASHIM,IGNOAPS,14517,5127,9390,0,1252,281,12091,893,13499,3159
2025-2026,27,MAHARASHTRA,499,WASHIM,IGNWPS,399,0,399,0,38,3,334,24,370,81
2025-2026,27,MAHARASHTRA,500,YAVATMAL,IGNDPS,296,206,90,0,12,19,238,27,289,206
2025-2026,27,MAHARASHTRA,500,YAVATMAL,IGNOAPS,34138,12951,21184,3,2427,2261,23906,5544,33031,20867
2025-2026,27,MAHARASHTRA,500,YAVATMAL,IGNWPS,2133,0,2133,0,103,196,1386,448,2038,1317
2025-2026,27,MAHARASHTRA,665,PALGHAR,IGNDPS,95,68,27,0,3,63,26,3,87,24
2025-2026,27,MAHARASHTRA,665,PALGHAR,IGNOAPS,36545,14164,22379,2,1383,28694,5646,822,33902,7917
2025-2026,27,MAHARASHTRA,665,PALGHAR,IGNWPS,6420,0,6420,0,140,3581,2585,114,6134,1864
2025-2026,28,ANDHRA PRADESH,502,ANANTAPUR,IGNDPS,3332,1927,1405,0,627,97,830,1778,3211,1220
2025-2026,28,ANDHRA PRADESH,502,ANANTAPUR,IGNOAPS,118743,61290,57453,0,14299,3802,47815,52827,117975,76183
2025-2026,28,ANDHRA PRADESH,502,ANANTAPUR,IGNWPS,38947,0,38947,0,7633,1275,7374,22665,38750,32474
2025-2026,28,ANDHRA PRADESH,503,CHITTOOR,IGNDPS,4547,2651,1896,0,900,186,1517,1944,4417,1693
2025-2026,28,ANDHRA PRADESH,503,CHITTOOR,IGNOAPS,121273,63783,57490,0,15804,2937,59663,42869,120597,84329
2025-2026,28,ANDHRA PRADESH,503,CHITTOOR,IGNWPS,45128,0,45128,0,12347,1533,10821,20427,44854,40895
2025-2026,28,ANDHRA PRADESH,504,CUDDAPAH,IGNDPS,2872,1767,1105,0,395,56,1017,1404,2787,1005
2025-2026,28,ANDHRA PRADESH,504,CUDDAPAH,IGNOAPS,66508,37884,28624,0,9006,1119,34815,21568,65430,45047
2025-2026,28,ANDHRA PRADESH,504,CUDDAPAH,IGNWPS,27299,0,27299,0,5416,565,9260,12058,26917,18187
2025-2026,28,ANDHRA PRADESH,505,EAST GODAVARI,IGNDPS,2074,1263,811,0,408,158,552,956,1998,940
2025-2026,28,ANDHRA PRADESH,505,EAST GODAVARI,IGNOAPS,122644,68018,54626,0,17340,2674,60059,42571,121709,92424
2025-2026,28,ANDHRA PRADESH,505,EAST GODAVARI,IGNWPS,58344,0,58344,0,14561,2850,16817,24116,57685,51487
2025-2026,28,ANDHRA PRADESH,506,GUNTUR,IGNDPS,1759,1089,670,0,447,81,625,606,1734,919
2025-2026,28,ANDHRA PRADESH,506,GUNTUR,IGNOAPS,107857,55385,52472,0,15058,3933,59062,29804,107250,79725
2025-2026,28,ANDHRA PRADESH,506,GUNTUR,IGNWPS,46999,0,46999,0,15045,1849,16010,14095,46657,41164
2025-2026,28,ANDHRA PRADESH,510,KRISHNA,IGNDPS,3600,2087,1513,0,1078,160,924,1438,3536,1836
2025-2026,28,ANDHRA PRADESH,510,KRISHNA,IGNOAPS,90165,46920,43245,0,18786,2169,41721,27489,89743,68055
2025-2026,28,ANDHRA PRADESH,510,KRISHNA,IGNWPS,49647,0,49647,0,15967,1889,13801,17990,49362,40798
2025-2026,28,ANDHRA PRADESH,511,KURNOOL,IGNDPS,790,442,348,0,147,7,157,479,768,408
2025-2026,28,ANDHRA PRADESH,511,KURNOOL,IGNOAPS,71938,35388,36550,0,9615,799,19064,42460,71584,54313
2025-2026,28,ANDHRA PRADESH,511,KURNOOL,IGNWPS,39086,0,39086,0,8661,560,4874,24991,38889,34072
2025-2026,28,ANDHRA PRADESH,515,SPSR NELLORE,IGNDPS,401,255,146,0,123,19,127,132,387,173
2025-2026,28,ANDHRA PRADESH,515,SPSR NELLORE,IGNOAPS,68294,40666,27628,0,12734,5159,27020,23381,67704,52958
2025-2026,28,ANDHRA PRADESH,515,SPSR NELLORE,IGNWPS,33262,0,33262,0,10292,2828,7249,12893,33083,27472
2025-2026,28,ANDHRA PRADESH,517,PRAKASAM,IGNDPS,1575,930,645,0,393,77,408,697,1522,756
2025-2026,28,ANDHRA PRADESH,517,PRAKASAM,IGNOAPS,87600,47384,40216,0,9727,2022,45265,30586,87117,69819
2025-2026,28,ANDHRA PRADESH,517,PRAKASAM,IGNWPS,35259,0,35259,0,9831,1084,11045,13299,35075,30842
2025-2026,28,ANDHRA PRADESH,519,SRIKAKULAM,IGNDPS,723,431,292,0,56,20,67,580,708,292
2025-2026,28,ANDHRA PRADESH,519,SRIKAKULAM,IGNOAPS,107361,61531,45830,0,6074,4237,29262,67788,106707,75154
2025-2026,28,ANDHRA PRADESH,519,SRIKAKULAM,IGNWPS,40910,0,40910,0,3585,2309,2598,32418,40566,31887
2025-2026,28,ANDHRA PRADESH,520,VISAKHAPATANAM,IGNDPS,771,416,355,0,68,198,161,344,733,325
2025-2026,28,ANDHRA PRADESH,520,VISAKHAPATANAM,IGNOAPS,60569,31286,29283,0,4710,9032,17375,29452,60054,42145
2025-2026,28,ANDHRA PRADESH,520,VISAKHAPATANAM,IGNWPS,33204,0,33204,0,3006,5786,6334,18078,32909,23907
2025-2026,28,ANDHRA PRADESH,521,VIZIANAGARAM,IGNDPS,336,194,142,0,48,38,14,236,329,143
2025-2026,28,ANDHRA PRADESH,521,VIZIANAGARAM,IGNOAPS,68898,37903,30995,0,6505,4237,7202,50954,68709,62257
2025-2026,28,ANDHRA PRADESH,521,VIZIANAGARAM,IGNWPS,30786,0,30786,0,3850,2198,1654,23084,30702,28721
2025-2026,28,ANDHRA PRADESH,523,WEST GODAVARI,IGNDPS,1538,922,616,0,378,70,308,782,1524,1012
2025-2026,28,ANDHRA PRADESH,523,WEST GODAVARI,IGNOAPS,96404,54352,42052,0,18193,1832,42914,33465,95913,75690
2025-2026,28,ANDHRA PRADESH,523,WEST GODAVARI,IGNWPS,37572,0,37572,0,9590,1818,10361,15803,37427,32328
2025-2026,28,ANDHRA PRADESH,743,Parvathipuram Manyam,IGNOAPS,11631,6926,4705,0,1217,886,2973,6555,11629,11617
2025-2026,28,ANDHRA PRADESH,743,Parvathipuram Manyam,IGNWPS,5596,0,5596,0,763,554,1054,3225,5595,5585
2025-2026,28,ANDHRA PRADESH,744,Anakapalli,IGNOAPS,19299,11277,8022,0,2200,871,7423,8805,19298,19260
2025-2026,28,ANDHRA PRADESH,744,Anakapalli,IGNWPS,5024,0,5024,0,770,287,1359,2608,5024,5010
2025-2026,28,ANDHRA PRADESH,745,Alluri Sitharama Raju,IGNOAPS,14214,8993,5221,0,362,503,2808,10541,14214,14190
2025-2026,28,ANDHRA PRADESH,745,Alluri Sitharama Raju,IGNWPS,7100,0,7100,0,190,422,1209,5279,7099,7086
2025-2026,28,ANDHRA PRADESH,746,Kakinada,IGNOAPS,27006,17918,9088,0,5614,122,11091,10179,27006,26991
2025-2026,28,ANDHRA PRADESH,746,Kakinada,IGNWPS,8012,0,8012,0,795,103,3229,3885,8011,8009
2025-2026,28,ANDHRA PRADESH,747,Konaseema,IGNOAPS,21195,12259,8936,0,3604,459,5425,11707,21194,21137
2025-2026,28,ANDHRA PRADESH,747,Konaseema,IGNWPS,8206,0,8206,0,752,339,1528,5587,8206,8192
2025-2026,28,ANDHRA PRADESH,748,Eluru,IGNOAPS,25636,15785,9851,0,3461,197,11603,10375,25636,25609
2025-2026,28,ANDHRA PRADESH,748,Eluru,IGNWPS,8615,0,8615,0,438,170,3257,4750,8615,8606
2025-2026,28,ANDHRA PRADESH,749,NTR,IGNOAPS,17883,11441,6442,0,485,1078,9173,7147,17883,17848
2025-2026,28,ANDHRA PRADESH,749,NTR,IGNWPS,6726,0,6726,0,166,837,2787,2936,6726,6709
2025-2026,28,ANDHRA PRADESH,750,Bapatla,IGNOAPS,19898,13016,6882,0,799,473,8215,10411,19898,19875
2025-2026,28,ANDHRA PRADESH,750,Bapatla,IGNWPS,8163,0,8163,0,1890,463,1887,3923,8163,8149
2025-2026,28,ANDHRA PRADESH,751,Palnadu,IGNOAPS,15301,9846,5455,0,1197,2021,617,11466,15299,15283
2025-2026,28,ANDHRA PRADESH,751,Palnadu,IGNWPS,4893,0,4893,0,549,1176,158,3010,4892,4877
2025-2026,28,ANDHRA PRADESH,753,Annamayya,IGNOAPS,22418,14059,8359,0,4168,703,10076,7471,22418,22394
2025-2026,28,ANDHRA PRADESH,753,Annamayya,IGNWPS,8090,0,8090,0,2227,452,2519,2892,8090,8076
2025-2026,28,ANDHRA PRADESH,754,Sri Sathya Sai,IGNOAPS,19532,10668,8864,0,4648,2175,4822,7887,19531,19505
2025-2026,28,ANDHRA PRADESH,754,Sri Sathya Sai,IGNWPS,7017,0,7017,0,597,1119,1440,3861,7017,7005
2025-2026,28,ANDHRA PRADESH,755,Nandyal,IGNOAPS,15000,9782,5218,0,3106,864,5575,5455,15000,14977
2025-2026,28,ANDHRA PRADESH,755,Nandyal,IGNWPS,4874,0,4874,0,1852,436,1309,1277,4874,4867
2025-2026,29,KARNATAKA,524,BAGALKOTE,IGNDPS,2441,1537,903,1,271,68,755,1347,2239,1781
2025-2026,29,KARNATAKA,524,BAGALKOTE,IGNOAPS,24480,11192,13287,1,2495,719,10312,10954,24399,20529
2025-2026,29,KARNATAKA,524,BAGALKOTE,IGNWPS,20967,0,20967,0,2432,855,8165,9515,20115,17209
2025-2026,29,KARNATAKA,525,BENGALURU URBAN,IGNDPS,433,266,167,0,52,7,252,122,429,278
2025-2026,29,KARNATAKA,525,BENGALURU URBAN,IGNOAPS,14083,6106,7977,0,2136,228,9530,2189,13936,11835
2025-2026,29,KARNATAKA,525,BENGALURU URBAN,IGNWPS,4794,0,4794,0,779,69,2817,1129,4763,2552
2025-2026,29,KARNATAKA,526,BENGALURU RURAL,IGNDPS,1040,673,367,0,140,36,400,464,1024,865
2025-2026,29,KARNATAKA,526,BENGALURU RURAL,IGNOAPS,26856,12855,13998,3,3788,952,10655,11461,26722,23299
2025-2026,29,KARNATAKA,526,BENGALURU RURAL,IGNWPS,9892,0,9892,0,1401,331,3529,4631,9765,7419
2025-2026,29,KARNATAKA,527,BELGAUM,IGNDPS,7346,4535,2810,1,709,241,1411,4985,6913,5247
2025-2026,29,KARNATAKA,527,BELGAUM,IGNOAPS,70606,30794,39808,4,5703,2419,19641,42843,70136,52487
2025-2026,29,KARNATAKA,527,BELGAUM,IGNWPS,40752,0,40752,0,3473,1448,9781,26050,38612,28788
2025-2026,29,KARNATAKA,528,BELLARY,IGNDPS,639,395,243,1,90,98,163,288,595,508
2025-2026,29,KARNATAKA,528,BELLARY,IGNOAPS,21563,10027,11535,1,2960,3555,4758,10290,21206,18934
2025-2026,29,KARNATAKA,528,BELLARY,IGNWPS,15171,0,15171,0,1939,2016,1805,9411,14858,12072
2025-2026,29,KARNATAKA,529,BIDAR,IGNDPS,1688,1133,555,0,249,139,489,811,1502,1477
2025-2026,29,KARNATAKA,529,BIDAR,IGNOAPS,28728,12970,15755,3,4215,2182,10557,11774,28345,25803
2025-2026,29,KARNATAKA,529,BIDAR,IGNWPS,13497,0,13497,0,2023,1059,5071,5344,13298,11567
2025-2026,29,KARNATAKA,530,BIJAPUR,IGNDPS,1211,811,400,0,170,11,456,574,1155,833
2025-2026,29,KARNATAKA,530,BIJAPUR,IGNOAPS,27077,13403,13672,2,4073,276,11354,11374,26916,22798
2025-2026,29,KARNATAKA,530,BIJAPUR,IGNWPS,14885,0,14885,0,1963,179,6060,6683,14542,12171
2025-2026,29,KARNATAKA,531,CHAMARAJA NAGARA,IGNDPS,649,431,218,0,95,33,155,366,599,538
2025-2026,29,KARNATAKA,531,CHAMARAJA NAGARA,IGNOAPS,36779,17257,19522,0,3743,1323,7540,24173,35166,28484
2025-2026,29,KARNATAKA,531,CHAMARAJA NAGARA,IGNWPS,11224,0,11224,0,973,567,1702,7982,10779,7687
2025-2026,29,KARNATAKA,532,CHIKMAGALUR,IGNDPS,833,520,313,0,75,13,394,351,790,682
2025-2026,29,KARNATAKA,532,CHIKMAGALUR,IGNOAPS,22308,9852,12453,3,2965,624,9586,9133,21954,19444
2025-2026,29,KARNATAKA,532,CHIKMAGALUR,IGNWPS,11083,0,11083,0,1867,370,3571,5275,10857,8438
2025-2026,29,KARNATAKA,533,CHITRADURGA,IGNDPS,716,432,284,0,83,52,244,337,580,629
2025-2026,29,KARNATAKA,533,CHITRADURGA,IGNOAPS,28782,13852,14928,2,4412,3412,7328,13630,28392,24954
2025-2026,29,KARNATAKA,533,CHITRADURGA,IGNWPS,12364,0,12364,0,1555,1248,1983,7578,12003,9387
2025-2026,29,KARNATAKA,534,DAKSHINA KANNADA,IGNDPS,634,407,227,0,46,28,188,372,594,511
2025-2026,29,KARNATAKA,534,DAKSHINA KANNADA,IGNOAPS,21917,9704,12207,6,1124,954,7151,12688,21707,18076
2025-2026,29,KARNATAKA,534,DAKSHINA KANNADA,IGNWPS,14028,0,14028,0,1283,612,1598,10535,13837,10386
2025-2026,29,KARNATAKA,535,DAVANAGERE,IGNDPS,585,409,175,1,54,43,253,235,476,531
